X,Y,objectid,lea_school,ptmoved,comments,reviewed,school_nam,principal,street_lon,phys_addr,phys_city,phys_zip,phone,mail_addr,mail_city,mail_zip,fax,url_addres,county,accr_stat,sch_desg,sch_type,sch_ptype,sch_ctype,ext_hours,num_teach,bgn_grade,end_grade,pre_k,elem,middle,high,early_coll,Facility Name,Street Address,City Name,County_2,State,ZIP Code,Latitude,Longitude,Submissions,Toxic Release Inventory Report Link,Toxic Release Inventory - Form R Report Link,Risk-Screening Environmental Indicators Report Link
513898.562799998,236438.270799998,"908","292318", ,point verified,"1",Thomasville Primary,Angela Moore,915 E Sunrise Avenue,915 E Sunrise Avenue,Thomasville,"27360","3364744160",915 E Sunrise Avenue,Thomasville,"27360","3364725020",http://www.tcs.k12.nc.us/tps/,Davidson,SA,Public,Regular School,None,Traditional,"-","47",PK,"03",yes,yes, , ,,"AUTOMOTIVE MOTORS OF THOMASVIL LE,INC.",113 SUNRISE CENTER DR,THOMASVILLE,DAVIDSON,NC,"27360",35.88122,-80.05736,"6",https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27360TMTVM113SU,https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27360TMTVM113SU,https://enviro.epa.gov/enviro/rsei.html?facid=27360TMTVM113SU
646027.425099999,230862.196699999,"1579","920336", ,point verified,"1",Brentwood Elementary,Kenneth Branch,3426 Ingram Dr,3426 Ingram Dr,Raleigh,"27604","9198508720",3426 Ingram Dr,Raleigh,"27604","9198508728",http://brentwoodes.wcpss.net/,Wake, ,Public,Regular School,Magnet,Traditional,"-","33",KG,"05", ,yes, , ,,AVX CORP,3900 ELECTRONICS DR,RALEIGH,WAKE,NC,"27604",35.83248,-78.60479,"53",https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27604VXCRP3900E,https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27604VXCRP3900E,https://enviro.epa.gov/enviro/rsei.html?facid=27604VXCRP3900E
645148.868699998,230474.974800002,"1755",92L000,"yes, 2012",across town,"1",Torchlight Academy,Cynthia McQueen,3211 Bramer Drive,3211 Bramer Drive,Raleigh,"27604","9198509960",3211 Bramer Drive,Raleigh,"27604","9198509961", ,Wake, ,Charter,Regular School,None,Year Round,"-","18",KG,"05", ,yes, , ,,AVX CORP,3900 ELECTRONICS DR,RALEIGH,WAKE,NC,"27604",35.83248,-78.60479,"53",https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27604VXCRP3900E,https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27604VXCRP3900E,https://enviro.epa.gov/enviro/rsei.html?facid=27604VXCRP3900E
517079.468699999,243093.218600001,"1081","410499", , , ,Oak Hill Elementary,Ashton Clemmons,320 Wrightenberry St,320 Wrightenberry St,High Point,"27260","3368192925",320 Wrightenberry St,High Point,"27260","3368192931",http://schools.gcsnc.com/spages/oakhill/home.htm,Guilford,SA,Public,Regular School,None,Modified,"-","27",PK,"05",yes,yes, , ,,AXALTA COATING SYSTEMS USA LLC - HIGH POINT,1717 WEST ENGLISH RD,HIGH POINT,GUILFORD,NC,"27262",35.945162,-80.022598,"409",https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27260THLLL1717E,https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27260THLLL1717E,https://enviro.epa.gov/enviro/rsei.html?facid=27260THLLL1717E
535503.437399998,217963.968800001,"1430","761320", , , ,Charles W McCrary Elementary,Julie Brady,400 Ross St,400 Ross St,Asheboro,"27203","3366291817",400 Ross St,Asheboro,"27203","3366291327",http://www.asheboro.k12.nc.us/mccrary/,Randolph,SA,Public,Regular School,None,Traditional,"-","29",PK,"05",yes,yes, , ,,B & H PANEL CO,230 W ACADEMY ST,ASHEBORO,RANDOLPH,NC,"27203",35.70347,-79.81668,"23",https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27203BHPNL230WE,https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27203BHPNL230WE,https://enviro.epa.gov/enviro/rsei.html?facid=27203BHPNL230WE
535356.874799997,217051.2502,"1431","761321", , , ,Donna L Loflin Elementary,Paula Owens,405 S Park St,405 S Park St,Asheboro,"27203","3366251685",405 S Park St,Asheboro,"27203","3366251688",http://www.asheboro.k12.nc.us/loflin/,Randolph,SA,Public,Regular School,None,Traditional,"-","24",PK,"05",yes,yes, , ,,B & H PANEL CO,230 W ACADEMY ST,ASHEBORO,RANDOLPH,NC,"27203",35.70347,-79.81668,"23",https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27203BHPNL230WE,https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27203BHPNL230WE,https://enviro.epa.gov/enviro/rsei.html?facid=27203BHPNL230WE
535359.062700003,215648.531399999,"1428","761304", , , ,Asheboro High,William Fitch,1221 S Park St,1221 S Park St,Asheboro,"27203","3366256185",1221 S Park St,Asheboro,"27203","3366259320",http://www.asheboro.k12.nc.us/ahs/,Randolph,SA,Public,Regular School,None,Traditional,"1","92","09","12", , , ,yes,,B B WALKER CO,414 E DIXIE DR,ASHEBORO,RANDOLPH,NC,"27204",35.68859,-79.81189,"17",https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27203BBWLK414EA,https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27203BBWLK414EA,https://enviro.epa.gov/enviro/rsei.html?facid=27203BBWLK414EA
535273.25,215589.109499998,"1429","761308", , , ,South Asheboro Middle,Ann Grant,523 W Walker Ave,523 W Walker Ave,Asheboro,"27203","3366294141",523 W Walker Ave,Asheboro,"27203","3366293761",http://www.asheboro.k12.nc.us/southasheboro/,Randolph,SA,Public,Regular School,None,Traditional,"-","40","06","08", , ,yes, ,,B B WALKER CO,414 E DIXIE DR,ASHEBORO,RANDOLPH,NC,"27204",35.68859,-79.81189,"17",https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27203BBWLK414EA,https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27203BBWLK414EA,https://enviro.epa.gov/enviro/rsei.html?facid=27203BBWLK414EA
627369.875699997,207549.306400001,"2440","920306", ,point verified,"1",Herbert Akins Rd Elementary,Craig Matthews (Interim),2255 HERBERT AKINS RD,2255 Herbert Akins Rd,Fuquay-Varina,"27526","9195674100",2255 Herbert Akins Rd, ,"0","9195674109",http://herbertakinsroades.wcpss.net,Wake, ,Public,Regular School,None,Year Round,"-","52",KG,"05", ,yes, , ,,BERK-TEK LLC,100 TECHNOLOGY PARK LN,FUQUAY VARINA,WAKE,NC,"27526",35.61851,-78.80765,"50",https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27526BRKTK100TE,https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27526BRKTK100TE,https://enviro.epa.gov/enviro/rsei.html?facid=27526BRKTK100TE
568043.974600002,219724.130399998,"793","190310","yes, 2012",down the street,"1",SAGE Academy,Bobby Dixon,501 Martin L King Jr Blvd,501 Martin L King Jr Blvd,Siler City,"27344","9196635899",501 Martin L King Jr Blvd,Siler City,"27344","9196633827",http://www.chatham.k12.nc.us/sage/index.html,Chatham, ,Public,Alternative Education,None,Traditional,"-","16","09","12", , , ,yes,,BOLING CO,108 W 3RD ST,SILER CITY,CHATHAM,NC,"27344",35.724731,-79.464723,"12",https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27344THBLN108WE,https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27344THBLN108WE,https://enviro.epa.gov/enviro/rsei.html?facid=27344THBLN108WE
620098.874899998,246358.906100001,"2158","320367", , , ,R N Harris Elementary,Carolyn Pugh,1520 Cooper Street,1520 Cooper Street,Durham,"27703","9195603967",1520 Cooper Street,Durham,"27703","9195603951",http://www.harris.dpsnc.net/,Durham, ,Public,Regular School,None,Traditional,"-","31",KG,"05", ,yes, , ,,BRENNTAG MID-SOUTH,2000 E PETTIGREW ST,DURHAM,DURHAM,NC,"27703",35.979401,-78.880293,"471",https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27702STHCH2000E,https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27702STHCH2000E,https://enviro.epa.gov/enviro/rsei.html?facid=27702STHCH2000E
619780.6875,247235.859499998,"2159","320308", , , ,Burton Elementary,Tekeisha Mitchell,1500 Mathison Avenue,1500 Mathison Avenue,Durham,"27701","9195603908",1500 Mathison Avenue,Durham,"27701","9195602087",http://www.burton.dpsnc.net/,Durham, ,Public,Regular School,Magnet,Modified,"-","26",KG,"05", ,yes, , ,,BRENNTAG MID-SOUTH,2000 E PETTIGREW ST,DURHAM,DURHAM,NC,"27703",35.979401,-78.880293,"471",https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27702STHCH2000E,https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27702STHCH2000E,https://enviro.epa.gov/enviro/rsei.html?facid=27702STHCH2000E
620381.187399998,246712.2656,"2198","320353", , , ,Middle College HS @ DTCC,Charles Nolan,1637 Lawson Street,1637 Lawson Street,Durham,"27703","9195367203",1637 Lawson Street,Durham,"27703","9195367294",http://mchs.dpsnc.net/,Durham, ,Public,Regular School,Early College,Traditional,"-","8","11","12", , , ,yes,,BRENNTAG MID-SOUTH,2000 E PETTIGREW ST,DURHAM,DURHAM,NC,"27703",35.979401,-78.880293,"471",https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27702STHCH2000E,https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27702STHCH2000E,https://enviro.epa.gov/enviro/rsei.html?facid=27702STHCH2000E
625711.562700003,182921.734499998,"581","430345", , , ,STAR Academy,Ron Avery,900 11th Street,900 11th Street,Lillington,"27546","9108934072",900 11th Street,Lillington,"27546","9108933421",http://www.harnett.k12.nc.us/education/school/sch,Harnett, ,Public,Alternative Education,None,Traditional,"-","17","06","12", , ,yes,yes,,CAPITAL MARBLE CREATIONS  INC.,309 W DUNCAN ST,LILLINGTON,HARNETT,NC,"27546",35.40568,-78.81776,"45",https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27546CPTLM309WD,https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27546CPTLM309WD,https://enviro.epa.gov/enviro/rsei.html?facid=27546CPTLM309WD
643248.093800001,223360.012400001,"1584","920356", ,point verified,"1",Carnage Middle,David Schwenker,1425 Carnage Dr,1425 Carnage Dr,Raleigh,"27610","9198567600",1425 Carnage Dr,Raleigh,"27610","9198567619",http://carnagems.wcpss.net/,Wake, ,Public,Regular School,Magnet,Traditional,"-","74","06","08", , ,yes, ,,CARGILL INC RALEIGH FACILITY,1400 S BLOUNT ST,RALEIGH,WAKE,NC,"27603",35.76093,-78.63754,"35",https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27603CRGLL1400S,https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27603CRGLL1400S,https://enviro.epa.gov/enviro/rsei.html?facid=27603CRGLL1400S
641912.229099996,223844.265900001,"1655","920596", ,point verified,"1",Washington Elementary,Peggy Beasley-Rodger,1000 Fayetteville St,1000 Fayetteville St,Raleigh,"27601","9198567960",1000 Fayetteville St,Raleigh,"27601","9198567985",http://washingtones.wcpss.net/,Wake, ,Public,Regular School,Magnet,Traditional,"-","46",KG,"05", ,yes, , ,,CARGILL INC RALEIGH FACILITY,1400 S BLOUNT ST,RALEIGH,WAKE,NC,"27603",35.76093,-78.63754,"35",https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27603CRGLL1400S,https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27603CRGLL1400S,https://enviro.epa.gov/enviro/rsei.html?facid=27603CRGLL1400S
649590.476999998,227231.2436,"2249","920438","yes, 2012",down the street,"1",River Oaks Middle,Luther Thomas,4700 New Bern Ave,4700 New Bern Ave,Raleigh,"27610","9192315600",4700 New Bern Ave,Raleigh,"27610","9192315607",http://www.riveroaksms.wcpss.net,Wake, ,Public,Alternative Education,None,Traditional,"-","23","06","08", , ,yes, ,,CAROLINA FUR DRESSING,900 FREEDOM DR,RALEIGH,WAKE,NC,"27610",35.79312,-78.55665,"3",https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27610CRLNF9FREE,https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27610CRLNF9FREE,https://enviro.epa.gov/enviro/rsei.html?facid=27610CRLNF9FREE
513465.312700003,236650.166299999,"907","292316", ,point verified,"1",Liberty Drive Elementary,Benjie Brown,401 Liberty Drive,401 Liberty Drive,Thomasville,"27360","3364744186",401 Liberty Drive,Thomasville,"27360","3364723723",http://www.tcs.k12.nc.us/ldes/,Davidson,SA,Public,Regular School,None,Traditional,"-","17","04","05", ,yes, , ,,CAROLINA SEATING CO,101 LIBERTY DR,THOMASVILLE,DAVIDSON,NC,"27263",35.88507,-80.06566,"1",https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27263CRLNS101LI,https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27263CRLNS101LI,https://enviro.epa.gov/enviro/rsei.html?facid=27263CRLNS101LI
513465.312700003,236650.166299999,"907","292316", ,point verified,"1",Liberty Drive Elementary,Benjie Brown,401 Liberty Drive,401 Liberty Drive,Thomasville,"27360","3364744186",401 Liberty Drive,Thomasville,"27360","3364723723",http://www.tcs.k12.nc.us/ldes/,Davidson,SA,Public,Regular School,None,Traditional,"-","17","04","05", ,yes, , ,,CASA BIQUE INC,500 CAROLIN AVE,THOMASVILLE,DAVIDSON,NC,"27360",35.88085,-80.07131,"3",https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27360CSBXX500CA,https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27360CSBXX500CA,https://enviro.epa.gov/enviro/rsei.html?facid=27360CSBXX500CA
517079.468699999,243093.218600001,"1081","410499", , , ,Oak Hill Elementary,Ashton Clemmons,320 Wrightenberry St,320 Wrightenberry St,High Point,"27260","3368192925",320 Wrightenberry St,High Point,"27260","3368192931",http://schools.gcsnc.com/spages/oakhill/home.htm,Guilford,SA,Public,Regular School,None,Modified,"-","27",PK,"05",yes,yes, , ,,CASCADE DIE CASTING/ATLANTIC,1800 ALBERTSON RD,HIGH POINT,GUILFORD,NC,"27260",35.92874,-80.02799,"61",https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27260STHRN1800A,https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27260STHRN1800A,https://enviro.epa.gov/enviro/rsei.html?facid=27260STHRN1800A
556102.562299997,187193.671999998,"221","630320", , , ,Elise Middle,Brenda Cassady,180 North Broad St.,180 W Elm St,Robbins,"27325","9109482421",180 W Elm St,Robbins,"27325","9109484112",http://schoolcenter.mcs.k12.nc.us/em,Moore,SA,Public,Regular School,None,Traditional,"-","14","06","08", , ,yes, ,,CAVALIER INDUSTRIES INC MANSION HOMES DIV,2863 OLD PLANK RD,ROBBINS,MOORE,NC,"27325",35.43557,-79.5799,"7",https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27325MNSNHPLANK,https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27325MNSNHPLANK,https://enviro.epa.gov/enviro/rsei.html?facid=27325MNSNHPLANK
645148.868699998,230474.974800002,"1755",92L000,"yes, 2012",across town,"1",Torchlight Academy,Cynthia McQueen,3211 Bramer Drive,3211 Bramer Drive,Raleigh,"27604","9198509960",3211 Bramer Drive,Raleigh,"27604","9198509961", ,Wake, ,Charter,Regular School,None,Year Round,"-","18",KG,"05", ,yes, , ,,CELESTICA CORP,3600 TARHEEL DR,RALEIGH,WAKE,NC,"27609",35.8293,-78.60798,"1",https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27609CLSTC3600T,https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27609CLSTC3600T,https://enviro.epa.gov/enviro/rsei.html?facid=27609CLSTC3600T
627185.224200003,238707.502900001,"2280","920342", ,point verified,"1",Brier Creek Elementary,Sandy Chambers,9801 Brier Creek Parkway,9801 Brier Creek Parkway,Raleigh,"27617","9194844747",9801 Brier Creek Parkway,Raleigh,"27617","9194844724",http://briercreekes.wcpss.net/,Wake, ,Public,Regular School,None,Year Round,"-","52",KG,"05", ,yes, , ,,CELESTICA CORPORATION,9400 GLOBE CENTER DRIVE SUITE 121,MORRISVILLE,WAKE,NC,"27560",35.89265,-78.80121,"2",https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27560CLSTC94GLB,https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27560CLSTC94GLB,https://enviro.epa.gov/enviro/rsei.html?facid=27560CLSTC94GLB
535503.437399998,217963.968800001,"1430","761320", , , ,Charles W McCrary Elementary,Julie Brady,400 Ross St,400 Ross St,Asheboro,"27203","3366291817",400 Ross St,Asheboro,"27203","3366291327",http://www.asheboro.k12.nc.us/mccrary/,Randolph,SA,Public,Regular School,None,Traditional,"-","29",PK,"05",yes,yes, , ,,CENTRAL CHAIR CO,277 NORTH PARK ST,ASHEBORO,RANDOLPH,NC,"272040548",35.71012,-79.82093,"5",https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27204CNTRL277NP,https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27204CNTRL277NP,https://enviro.epa.gov/enviro/rsei.html?facid=27204CNTRL277NP
535356.874799997,217051.2502,"1431","761321", , , ,Donna L Loflin Elementary,Paula Owens,405 S Park St,405 S Park St,Asheboro,"27203","3366251685",405 S Park St,Asheboro,"27203","3366251688",http://www.asheboro.k12.nc.us/loflin/,Randolph,SA,Public,Regular School,None,Traditional,"-","24",PK,"05",yes,yes, , ,,CENTRAL CHAIR CO,277 NORTH PARK ST,ASHEBORO,RANDOLPH,NC,"272040548",35.71012,-79.82093,"5",https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27204CNTRL277NP,https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27204CNTRL277NP,https://enviro.epa.gov/enviro/rsei.html?facid=27204CNTRL277NP
558098.312600002,233697.937600002,"420","760332", , , ,Liberty Elementary,Jennifer Williams,206 N Fayetteville St,206 N Fayetteville St,Liberty,"27298","3366222253",206 N Fayetteville St,Liberty,"27298","3366222255",http://www.randolph.k12.nc.us/schools/liberty/def,Randolph,SA,Public,Regular School,None,Traditional,"-","30",PK,"05",yes,yes, , ,,CHAIR CO,457 W SWANNANOA,LIBERTY,RANDOLPH,NC,"272980457",35.852366,-79.578676,"3",https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27298CHRCX457WS,https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27298CHRCX457WS,https://enviro.epa.gov/enviro/rsei.html?facid=27298CHRCX457WS
520747.406199999,246602.640700001,"1083","410511", , , ,Parkview Village Elementary,Wayne Mayo,325 Gordon Street,325 Gordon Street,High Point,"27261","3368192945",325 Gordon Street,High Point,"27261","3368192943",http://schools.gcsnc.com/spages/parkview/parkview,Guilford,SA,Public,Regular School,Magnet,Modified,"-","30",PK,"05",yes,yes, , ,,CLASSIC DYESTUFFS INC,301 BRENTWOOD ST,HIGH POINT,GUILFORD,NC,"27260",35.96313,-79.9781,"25",https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27261CLSSC31BRE,https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27261CLSSC31BRE,https://enviro.epa.gov/enviro/rsei.html?facid=27261CLSSC31BRE
643514.666699998,222440.828499999,"1604","920416", ,point verified,"1",Fuller Elementary,Cheryl Fenner,806 Calloway Dr,806 Calloway Dr,Raleigh,"27610","9198567625",806 Calloway Dr,Raleigh,"27610","9198567633",http://fulleres.wcpss.net/,Wake, ,Public,Regular School,Magnet,Traditional,"-","38",KG,"05", ,yes, , ,,CMC REBAR NC RALEIGH,2126 GARNER RD,RALEIGH,WAKE,NC,"27610",35.751245,-78.631163,"1",https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=2761WCMCRB2126G,https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=2761WCMCRB2126G,https://enviro.epa.gov/enviro/rsei.html?facid=2761WCMCRB2126G
558098.312600002,233697.937600002,"420","760332", , , ,Liberty Elementary,Jennifer Williams,206 N Fayetteville St,206 N Fayetteville St,Liberty,"27298","3366222253",206 N Fayetteville St,Liberty,"27298","3366222255",http://www.randolph.k12.nc.us/schools/liberty/def,Randolph,SA,Public,Regular School,None,Traditional,"-","30",PK,"05",yes,yes, , ,,COLLIER KEYWORTH CO,330 N GREENSBORO ST,LIBERTY,RANDOLPH,NC,"27298",35.85846,-79.57221,"8",https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27298CLLRX330NG,https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27298CLLRX330NG,https://enviro.epa.gov/enviro/rsei.html?facid=27298CLLRX330NG
570997.8125,152869.718699999,"1308","630304", , , ,Aberdeen Primary,Sloan Browning,310 Keyser St,310 Keyser St,Aberdeen,"28315","9109441523",310 Keyser St,Aberdeen,"28315","9109443171",http://schoolcenter.mcs.k12.nc.us/ap,Moore, ,Public,Regular School,None,Traditional,"-","9",PK,"02",yes,yes, , ,,COLONIAL ABRASIVE PRODUCTS CO,312 SOUTH PINE ST   PO BOX 895,ABERDEEN,MOORE,NC,"28315",35.126926,-79.428283,"6",https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=28315CLNLBPOBOX,https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=28315CLNLBPOBOX,https://enviro.epa.gov/enviro/rsei.html?facid=28315CLNLBPOBOX
513465.312700003,236650.166299999,"907","292316", ,point verified,"1",Liberty Drive Elementary,Benjie Brown,401 Liberty Drive,401 Liberty Drive,Thomasville,"27360","3364744186",401 Liberty Drive,Thomasville,"27360","3364723723",http://www.tcs.k12.nc.us/ldes/,Davidson,SA,Public,Regular School,None,Traditional,"-","17","04","05", ,yes, , ,,COMPONENT CONCEPTS INC,200 MASON WAY,THOMASVILLE,DAVIDSON,NC,"27360",35.88223,-80.06032,"20",https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27360MSNTC200MA,https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27360MSNTC200MA,https://enviro.epa.gov/enviro/rsei.html?facid=27360MSNTC200MA
513898.562799998,236438.270799998,"908","292318", ,point verified,"1",Thomasville Primary,Angela Moore,915 E Sunrise Avenue,915 E Sunrise Avenue,Thomasville,"27360","3364744160",915 E Sunrise Avenue,Thomasville,"27360","3364725020",http://www.tcs.k12.nc.us/tps/,Davidson,SA,Public,Regular School,None,Traditional,"-","47",PK,"03",yes,yes, , ,,COMPONENT CONCEPTS INC,200 MASON WAY,THOMASVILLE,DAVIDSON,NC,"27360",35.88223,-80.06032,"20",https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27360MSNTC200MA,https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27360MSNTC200MA,https://enviro.epa.gov/enviro/rsei.html?facid=27360MSNTC200MA
503494.875100002,178094.2498,"1520","840316", , , ,East Albemarle Elementary,Rhonda Gainey,1813 E Main Street,1813 E Main Street,Albemarle,"28001","7049825113",1813 E Main Street,Albemarle,"28001","7049823463",http://east.scs.k12.nc.us/,Stanly,SA,Public,Regular School,None,Traditional,"-","25",KG,"05", ,yes, , ,,CONTECH US LLC ALBEMARLE,1600 WOODHURST LN,ALBEMARLE,STANLY,NC,"28001",35.3419,-80.16976,"28",https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=28001MTLFR1600X,https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=28001MTLFR1600X,https://enviro.epa.gov/enviro/rsei.html?facid=28001MTLFR1600X
625010.376400001,218549.3972,"1839","920484", ,point verified,"1",Lufkin Road Middle,Karen Sinders,1002 Lufkin Road,1002 Lufkin Road,Apex,"27539","9193874465",1002 Lufkin Road,Apex,"27502","9193631095",http://lufkinroad.wcpss.net/,Wake, ,Public,Regular School,None,Year Round,"-","67","06","08", , ,yes, ,,COOPERTOOLS INC  APEX NORTH CAROLINA OPERATIONS,1000 LUFKIN RD,APEX,WAKE,NC,"27539",35.71783,-78.83589,"134",https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27502LFKNXLUFKI,https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27502LFKNXLUFKI,https://enviro.epa.gov/enviro/rsei.html?facid=27502LFKNXLUFKI
599258.809199996,189812.166099999,"1174","530314","yes, 2012",down the street,"1",East Lee Middle,Shannon Shuey,1337 Broadway Rd,1337 Broadway Rd,Sanford,"27330","9197768441",1337 Broadway Rd,Sanford,"27330","9197747451",http://www.lee.k12.nc.us/schools/elms/lcs/frontpa,Lee,SA,Public,Regular School,None,Traditional,"-","43","06","08", , ,yes, ,,COTY US LLC,1400 BROADWAY RD,SANFORD,LEE,NC,"27332",35.45809,-79.11269,"23",https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27330CTYXX1400B,https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27330CTYXX1400B,https://enviro.epa.gov/enviro/rsei.html?facid=27330CTYXX1400B
508278.010799997,209432.807,"892","290320", ,point verified,"1",Denton Elementary,Michael Foust,305 W Salisbury Street,305 W Salisbury Street,Denton,"27239","3362425708",305 W Salisbury Street,Denton,"27239","3362425713",http://www.davidson.k12.nc.us/denton/denton.htm,Davidson,SA,Public,Regular School,None,Traditional,"-","30",PK,"05",yes,yes, , ,,COUNCILL CO LLC PLANT # 2,236 N JONES ST,DENTON,DAVIDSON,NC,"27239",35.63756,-80.11607,"11",https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=28071CNCLLNORTH,https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=28071CNCLLNORTH,https://enviro.epa.gov/enviro/rsei.html?facid=28071CNCLLNORTH
508278.010799997,209432.807,"892","290320", ,point verified,"1",Denton Elementary,Michael Foust,305 W Salisbury Street,305 W Salisbury Street,Denton,"27239","3362425708",305 W Salisbury Street,Denton,"27239","3362425713",http://www.davidson.k12.nc.us/denton/denton.htm,Davidson,SA,Public,Regular School,None,Traditional,"-","30",PK,"05",yes,yes, , ,,COUNCILL CO LLC PLANT 1,267 COUNCILL ACCESS RD,DENTON,DAVIDSON,NC,"27239",35.628023,-80.122585,"30",https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27239CNCLBPOBOX,https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27239CNCLBPOBOX,https://enviro.epa.gov/enviro/rsei.html?facid=27239CNCLBPOBOX
524797.25,249717.406300001,"1061","410418", , , ,Jamestown Elementary,Kimberly Fleming,108 Potter Dr,108 Potter Dr,Jamestown,"27282","3368192110",108 Potter Dr,Jamestown,"27282","3364546588",http://schools.gcsnc.com/spages/james/index.html,Guilford,SA,Public,Regular School,None,Traditional,"-","33",PK,"05",yes,yes, , ,,DIVERSIFIED TECHNOLOGIES INC.,125 WADE ST,JAMESTOWN,GUILFORD,NC,"272822039",35.9908,-79.94258,"6",https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27282DVRSF125WA,https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27282DVRSF125WA,https://enviro.epa.gov/enviro/rsei.html?facid=27282DVRSF125WA
