"Facility Name","Street Address","City Name","County","State","ZIP Code","Latitude","Longitude","Submissions","Toxic Release Inventory Report Link","Toxic Release Inventory - Form R Report Link","Risk-Screening Environmental Indicators Report Link"
"BURLINGTON IND, WAKE PLANT","9701 CAPITOL BLVD","WAKE FOREST","WAKE","NC","27587","35.9136","-78.55085","23","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27587WKFNS9701N","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27587WKFNS9701N","https://enviro.epa.gov/enviro/rsei.html?facid=27587WKFNS9701N"
"BURT'S BEES MANUFACTURING","701 DISTRIBUTION DR","DURHAM","DURHAM","NC","27709","35.86901","-78.8594","6","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=2770WBRTSB71DIS","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=2770WBRTSB71DIS","https://enviro.epa.gov/enviro/rsei.html?facid=2770WBRTSB71DIS"
"CAMPBELL OIL & GAS CO.","224 FAISON HWY","CLINTON","SAMPSON","NC","28328","35.00735","-78.30882","177","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=28328CMPBL224FA","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=28328CMPBL224FA","https://enviro.epa.gov/enviro/rsei.html?facid=28328CMPBL224FA"
"CAPITAL MARBLE CREATIONS  INC.","309 W DUNCAN ST","LILLINGTON","HARNETT","NC","27546","35.40568","-78.81776","45","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27546CPTLM309WD","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27546CPTLM309WD","https://enviro.epa.gov/enviro/rsei.html?facid=27546CPTLM309WD"
"CARBORUNDUM ABRASIVES CO N A","2041 BREVARD RD","HIGH POINT","GUILFORD","NC","27263","35.92847","-79.99699","7","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27263CRBRN2041B","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27263CRBRN2041B","https://enviro.epa.gov/enviro/rsei.html?facid=27263CRBRN2041B"
"CARGILL INC","1754 RIVER RD","FAYETTEVILLE","CUMBERLAND","NC","28312","35.087889","-78.844949","77","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=28302CRGLLRIVER","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=28302CRGLLRIVER","https://enviro.epa.gov/enviro/rsei.html?facid=28302CRGLLRIVER"
"CARGILL INC RALEIGH FACILITY","1400 S BLOUNT ST","RALEIGH","WAKE","NC","27603","35.76093","-78.63754","35","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27603CRGLL1400S","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27603CRGLL1400S","https://enviro.epa.gov/enviro/rsei.html?facid=27603CRGLL1400S"
"CAROLINA FUR DRESSING","900 FREEDOM DR","RALEIGH","WAKE","NC","27610","35.79312","-78.55665","3","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27610CRLNF9FREE","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27610CRLNF9FREE","https://enviro.epa.gov/enviro/rsei.html?facid=27610CRLNF9FREE"
"CAROLINA SEATING CO","101 LIBERTY DR","THOMASVILLE","DAVIDSON","NC","27263","35.88507","-80.06566","1","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27263CRLNS101LI","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27263CRLNS101LI","https://enviro.epa.gov/enviro/rsei.html?facid=27263CRLNS101LI"
"CAROLINA SUNROCK LLC - EASTERN WAKE","1524 OLD US HIGHWAY 264","ZEBULON","WAKE","NC","27597","35.819183","-78.274883","2","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=2759WCRLNS1524L","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=2759WCRLNS1524L","https://enviro.epa.gov/enviro/rsei.html?facid=2759WCRLNS1524L"
"CAROLINA SUNROCK LLC - NORTH RALEIGH","5043 UNICON DRIVE","WAKE FOREST","WAKE","NC","27587","35.92231","-78.53867","6","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=2758WCRLNS543UN","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=2758WCRLNS543UN","https://enviro.epa.gov/enviro/rsei.html?facid=2758WCRLNS543UN"
"CAROLINA SUNROCK LLC - RDU","8620 BAREFOOT INDUSTRIAL","RALEIGH","WAKE","NC","27617","35.89245","-78.745766","6","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=2761WCRLNS862BA","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=2761WCRLNS862BA","https://enviro.epa.gov/enviro/rsei.html?facid=2761WCRLNS862BA"
"CASA BIQUE INC","500 CAROLIN AVE","THOMASVILLE","DAVIDSON","NC","27360","35.88085","-80.07131","3","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27360CSBXX500CA","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27360CSBXX500CA","https://enviro.epa.gov/enviro/rsei.html?facid=27360CSBXX500CA"
"CASCADE DIE CASTING/ATLANTIC","1800 ALBERTSON RD","HIGH POINT","GUILFORD","NC","27260","35.92874","-80.02799","61","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27260STHRN1800A","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27260STHRN1800A","https://enviro.epa.gov/enviro/rsei.html?facid=27260STHRN1800A"
"CATERPILLAR INC","5000 WOMACK RD","SANFORD","LEE","NC","27330","35.54703","-79.1716","30","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27330SMNSN5000W","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27330SMNSN5000W","https://enviro.epa.gov/enviro/rsei.html?facid=27330SMNSN5000W"
"CATERPILLAR INC CLAYTON NC","954 NC HWY 42 E","CLAYTON","JOHNSTON","NC","27527","35.643462","-78.426869","45","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27520CTRPL954NC","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27520CTRPL954NC","https://enviro.epa.gov/enviro/rsei.html?facid=27520CTRPL954NC"
"CAVALIER INDUSTRIES INC MANSION HOMES DIV","2863 OLD PLANK RD","ROBBINS","MOORE","NC","27325","35.43557","-79.5799","7","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27325MNSNHPLANK","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27325MNSNHPLANK","https://enviro.epa.gov/enviro/rsei.html?facid=27325MNSNHPLANK"
"CELESTICA CORP","3600 TARHEEL DR","RALEIGH","WAKE","NC","27609","35.8293","-78.60798","1","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27609CLSTC3600T","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27609CLSTC3600T","https://enviro.epa.gov/enviro/rsei.html?facid=27609CLSTC3600T"
"CELESTICA CORPORATION","9400 GLOBE CENTER DRIVE SUITE 121","MORRISVILLE","WAKE","NC","27560","35.89265","-78.80121","2","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27560CLSTC94GLB","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27560CLSTC94GLB","https://enviro.epa.gov/enviro/rsei.html?facid=27560CLSTC94GLB"
"CENTRAL CHAIR CO","277 NORTH PARK ST","ASHEBORO","RANDOLPH","NC","272040548","35.71012","-79.82093","5","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27204CNTRL277NP","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27204CNTRL277NP","https://enviro.epa.gov/enviro/rsei.html?facid=27204CNTRL277NP"
"CHAIR CO","457 W SWANNANOA","LIBERTY","RANDOLPH","NC","272980457","35.852366","-79.578676","3","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27298CHRCX457WS","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27298CHRCX457WS","https://enviro.epa.gov/enviro/rsei.html?facid=27298CHRCX457WS"
"CHAMPAGNE DYE WORKS INC","210 YZEX ST","ASHEBORO","RANDOLPH","NC","27203","35.75799","-79.8088","2","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27203CHMPG210YZ","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27203CHMPG210YZ","https://enviro.epa.gov/enviro/rsei.html?facid=27203CHMPG210YZ"
"CHAMPION HOME BUILDERS INC","4055 HWY 401 S","LILLINGTON","HARNETT","NC","27546","35.36299","-78.80416","13","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27546CHMPN455HW","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27546CHMPN455HW","https://enviro.epa.gov/enviro/rsei.html?facid=27546CHMPN455HW"
"CHAMPION HOMES BUILDERS CO","4055 HWY 401 S","LILLINGTON","HARNETT","NC","27546","35.42387","-78.86351","16","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27546CHMPN3204S","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27546CHMPN3204S","https://enviro.epa.gov/enviro/rsei.html?facid=27546CHMPN3204S"
"CHAMPION PRODUCTS INC","200 CHAMPION DR","DUNN","HARNETT","NC","28334","35.32086","-78.62971","23","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=28334CHMPN200CH","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=28334CHMPN200CH","https://enviro.epa.gov/enviro/rsei.html?facid=28334CHMPN200CH"
"CHAMPION PRODUCTS INC","350 ATKINSON ST","CLAYTON","JOHNSTON","NC","275200156","35.65748","-78.47088","15","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27520CHMPNPOBOX","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27520CHMPNPOBOX","https://enviro.epa.gov/enviro/rsei.html?facid=27520CHMPNPOBOX"
"CHANDLER CONCRETE-DURHAM PLANT 603","2700 E PETTIGREW","DURHAM","DURHAM","NC","27703","35.97448","-78.87013","1","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=2770WCHNDL27EPE","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=2770WCHNDL27EPE","https://enviro.epa.gov/enviro/rsei.html?facid=2770WCHNDL27EPE"
"CHEROKEE SANFORD GROUP INC","11354 BRICKYARD RD","NORWOOD","STANLY","NC","28138","35.22795","-80.1371","7","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=28138CHRKS11354","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=28138CHRKS11354","https://enviro.epa.gov/enviro/rsei.html?facid=28138CHRKS11354"
"CHEROKEE SANFORD GROUP INC","BRICKYARD RD","GULF","CHATHAM","NC","27256","35.575298","-79.279586","2","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27256CHRKSBRICK","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27256CHRKSBRICK","https://enviro.epa.gov/enviro/rsei.html?facid=27256CHRKSBRICK"
"CHEROKEE SANFORD GROUP INC","RTE 1","MONCURE","CHATHAM","NC","27559","35.627398","-79.063628","5","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27559CHRKSRTE1X","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27559CHRKSRTE1X","https://enviro.epa.gov/enviro/rsei.html?facid=27559CHRKSRTE1X"
"CHEROKEE SANFORD GROUP LLC LEE COUNTY PLANT NO 23","737 COLON RD","SANFORD","LEE","NC","27330","35.49609","-79.1686","16","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27330CHRKS737CO","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27330CHRKS737CO","https://enviro.epa.gov/enviro/rsei.html?facid=27330CHRKS737CO"
"CHROMA COLOR CORP (FORMERLY PLASTIC COLOR CORP","1134 HIGHWAY 49 SOUTH","ASHEBORO","RANDOLPH","NC","27205","35.72108","-79.756344","140","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27203PLSTCHWY49","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27203PLSTCHWY49","https://enviro.epa.gov/enviro/rsei.html?facid=27203PLSTCHWY49"
"CHROMCRAFT MONARCH","600 N SCIENTIFIC","HIGH POINT","GUILFORD","NC","27261","35.98735","-79.95152","6","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27261CHRMC600NS","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27261CHRMC600NS","https://enviro.epa.gov/enviro/rsei.html?facid=27261CHRMC600NS"
"CLASSIC DYESTUFFS INC","301 BRENTWOOD ST","HIGH POINT","GUILFORD","NC","27260","35.96313","-79.9781","25","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27261CLSSC31BRE","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27261CLSSC31BRE","https://enviro.epa.gov/enviro/rsei.html?facid=27261CLSSC31BRE"
"CMC REBAR NC RALEIGH","2126 GARNER RD","RALEIGH","WAKE","NC","27610","35.751245","-78.631163","1","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=2761WCMCRB2126G","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=2761WCMCRB2126G","https://enviro.epa.gov/enviro/rsei.html?facid=2761WCMCRB2126G"
"COLLIER KEYWORTH CO","330 N GREENSBORO ST","LIBERTY","RANDOLPH","NC","27298","35.85846","-79.57221","8","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27298CLLRX330NG","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27298CLLRX330NG","https://enviro.epa.gov/enviro/rsei.html?facid=27298CLLRX330NG"
"COLONIAL ABRASIVE PRODUCTS CO","312 SOUTH PINE ST   PO BOX 895","ABERDEEN","MOORE","NC","28315","35.126926","-79.428283","6","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=28315CLNLBPOBOX","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=28315CLNLBPOBOX","https://enviro.epa.gov/enviro/rsei.html?facid=28315CLNLBPOBOX"
"COMMONWEALTH CONTRACT FURNISHING","1567 PROSPECT ST","HIGH POINT","GUILFORD","NC","27260","35.92209","-80.02414","26","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27260CMMNW1567P","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27260CMMNW1567P","https://enviro.epa.gov/enviro/rsei.html?facid=27260CMMNW1567P"
"COMPONENT CONCEPTS INC","200 MASON WAY","THOMASVILLE","DAVIDSON","NC","27360","35.88223","-80.06032","20","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27360MSNTC200MA","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27360MSNTC200MA","https://enviro.epa.gov/enviro/rsei.html?facid=27360MSNTC200MA"
"CONCEPT PLASTICS INC.","1218 HICKORY CHAPEL RD","HIGH POINT","GUILFORD","NC","27260","35.953146","-79.969818","45","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27261CNCPT2631E","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27261CNCPT2631E","https://enviro.epa.gov/enviro/rsei.html?facid=27261CNCPT2631E"
"CONCRETE PIPE & PRECAST LLC-DUNN PRECAST PLANT","451 WEBB RD","DUNN","HARNETT","NC","28334","35.34635","-78.54638","16","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=2833WHNSNP451WE","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=2833WHNSNP451WE","https://enviro.epa.gov/enviro/rsei.html?facid=2833WHNSNP451WE"
"CONCRETE SUPPLY CO  LLC - THOMASVILLE PLANT","5813 CLAYTON STREET","ARCHDALE","DAVIDSON","NC","27263","35.9109","-80.0476","1","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=2726WCNCRT5813C","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=2726WCNCRT5813C","https://enviro.epa.gov/enviro/rsei.html?facid=2726WCNCRT5813C"
"CONCRETE SUPPLY CO.  LLC - ABERDEEN","1250 HWY 5 WEST","ABERDEEN","MOORE","NC","28315","35.141816","-79.445983","6","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=2831WCMXBR125HW","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=2831WCMXBR125HW","https://enviro.epa.gov/enviro/rsei.html?facid=2831WCMXBR125HW"
"CONCRETE SUPPLY CO.  LLC - DURANT PARK","3740 OVERLOOK RD","RALEIGH","WAKE","NC","27616","35.880844","-78.577966","10","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=2761WCNCRT374VE","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=2761WCNCRT374VE","https://enviro.epa.gov/enviro/rsei.html?facid=2761WCNCRT374VE"
"CONCRETE SUPPLY CO.  LLC - MORRISVILLE","222 INTERNATIONAL DRIVE","MORRISVILLE","WAKE","NC","27560","35.83902","-78.82453","13","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=2756WCMXMR222IN","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=2756WCMXMR222IN","https://enviro.epa.gov/enviro/rsei.html?facid=2756WCMXMR222IN"
"CONCRETE SUPPLY CO. LLC - FUQUAY","243 PROGRESS DR","FUQUAY VARINA","HARNETT","NC","27526","35.56566","-78.86686","3","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=2752WFQYXX243PR","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=2752WFQYXX243PR","https://enviro.epa.gov/enviro/rsei.html?facid=2752WFQYXX243PR"
"CONITRON","RTE #2 GLENOLA AVE","TRINITY","RANDOLPH","NC","27370","35.911074","-80.016826","3","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27370CNTRNRTE2G","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27370CNTRNRTE2G","https://enviro.epa.gov/enviro/rsei.html?facid=27370CNTRNRTE2G"
"CONTECH US LLC ALBEMARLE","1600 WOODHURST LN","ALBEMARLE","STANLY","NC","28001","35.3419","-80.16976","28","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=28001MTLFR1600X","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=28001MTLFR1600X","https://enviro.epa.gov/enviro/rsei.html?facid=28001MTLFR1600X"
"COOPERTOOLS INC  APEX NORTH CAROLINA OPERATIONS","1000 LUFKIN RD","APEX","WAKE","NC","27539","35.71783","-78.83589","134","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27502LFKNXLUFKI","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27502LFKNXLUFKI","https://enviro.epa.gov/enviro/rsei.html?facid=27502LFKNXLUFKI"
"COTY US LLC","1400 BROADWAY RD","SANFORD","LEE","NC","27332","35.45809","-79.11269","23","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27330CTYXX1400B","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27330CTYXX1400B","https://enviro.epa.gov/enviro/rsei.html?facid=27330CTYXX1400B"
"COUNCILL CO LLC PLANT # 2","236 N JONES ST","DENTON","DAVIDSON","NC","27239","35.63756","-80.11607","11","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=28071CNCLLNORTH","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=28071CNCLLNORTH","https://enviro.epa.gov/enviro/rsei.html?facid=28071CNCLLNORTH"
"COUNCILL CO LLC PLANT 1","267 COUNCILL ACCESS RD","DENTON","DAVIDSON","NC","27239","35.628023","-80.122585","30","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27239CNCLBPOBOX","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27239CNCLBPOBOX","https://enviro.epa.gov/enviro/rsei.html?facid=27239CNCLBPOBOX"
"COUNCILL CRAFTSMEN INC PLANT 2","1161 N MAIN ST","DENTON","DAVIDSON","NC","27239","35.648492","-80.106072","11","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=28071CNCLCOLDHW","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=28071CNCLCOLDHW","https://enviro.epa.gov/enviro/rsei.html?facid=28071CNCLCOLDHW"
"COVANCE BIOTECHNOLOGY SERVICES INC","6051 GEORGE WATTS HILL DR","RESEARCH TRIANGLE PARK","WAKE","NC","27709","35.84109","-78.852696","4","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27709CVNCB6051G","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27709CVNCB6051G","https://enviro.epa.gov/enviro/rsei.html?facid=27709CVNCB6051G"
"CREE RESEARCH INC","2810 MERIDIAN PKY SUITE 176","DURHAM","DURHAM","NC","27713","35.91356","-78.89794","2","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27713CRRSR2810M","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27713CRRSR2810M","https://enviro.epa.gov/enviro/rsei.html?facid=27713CRRSR2810M"
"CROWN CENTRAL PETROLEUM CORP","2999 WEST OAK ST","SELMA","JOHNSTON","NC","27576","35.553157","-78.311899","35","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27576CRWNC2999W","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27576CRWNC2999W","https://enviro.epa.gov/enviro/rsei.html?facid=27576CRWNC2999W"
"CULPEPER OF RAMSEUR LLC","4034 HWY 22S","RAMSEUR","RANDOLPH","NC","27316","35.684352","-79.628421","70","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27234STRCTPOBOX","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27234STRCTPOBOX","https://enviro.epa.gov/enviro/rsei.html?facid=27234STRCTPOBOX"
"CUSTOM FINISHERS INC","2213 SHORE ST","HIGH POINT","GUILFORD","NC","27264","35.91981","-80.00308","61","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27264CSTMF2213S","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27264CSTMF2213S","https://enviro.epa.gov/enviro/rsei.html?facid=27264CSTMF2213S"
"CUSTOM PROCESSING & MFG","1110 SURRETT DR","HIGH POINT","GUILFORD","NC","27261","35.93288","-80.00352","16","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27262CSTMP1110S","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27262CSTMP1110S","https://enviro.epa.gov/enviro/rsei.html?facid=27262CSTMP1110S"
"DAR-RAN FURNITURE INDUSTRIES INC","2402-2404 SHORE ST","HIGH POINT","RANDOLPH","NC","27261","35.91296","-80.00419","14","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27263DRRNF2402S","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27263DRRNF2402S","https://enviro.epa.gov/enviro/rsei.html?facid=27263DRRNF2402S"
"DATA GENERAL CORP","NC HWY 42-E","CLAYTON","JOHNSTON","NC","27520","35.633645","-78.432783","68","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27520DTGNRPOBOX","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27520DTGNRPOBOX","https://enviro.epa.gov/enviro/rsei.html?facid=27520DTGNRPOBOX"
"DATA GENERAL CORP","TECHNOLOGY DR","APEX","WAKE","NC","27502","35.69462","-78.83532","3","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27520DTGNRTECHN","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27520DTGNRTECHN","https://enviro.epa.gov/enviro/rsei.html?facid=27520DTGNRTECHN"
"DAVIS FURNITURE INDUSTRIES INC","2401 SOUTH COLLEGE DR","HIGH POINT","GUILFORD","NC","27260","35.93543","-80.00224","2","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27260DVSFR2401S","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27260DVSFR2401S","https://enviro.epa.gov/enviro/rsei.html?facid=27260DVSFR2401S"
"DFA DAIRY BRANDS FLUID LLC DBA PET DAIRY","1350 W FAIRFIELD RD","HIGH POINT","GUILFORD","NC","27263","35.9217","-80.01229","44","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27264SPRBR1350W","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27264SPRBR1350W","https://enviro.epa.gov/enviro/rsei.html?facid=27264SPRBR1350W"
"DIVERSIFIED TECHNOLOGIES INC.","125 WADE ST","JAMESTOWN","GUILFORD","NC","272822039","35.9908","-79.94258","6","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27282DVRSF125WA","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27282DVRSF125WA","https://enviro.epa.gov/enviro/rsei.html?facid=27282DVRSF125WA"
"DIXIE FURNITURE CO INC","728 SOUTH FAYETTEVILLE ST","ASHEBORO","RANDOLPH","NC","272036406","35.69805","-79.81508","14","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27203DXFRN728SO","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27203DXFRN728SO","https://enviro.epa.gov/enviro/rsei.html?facid=27203DXFRN728SO"
"DT MAGNETICS","1001 STEEPLE SQUARE CT","KNIGHTDALE","WAKE","NC","27545","35.8028","-78.48936","1","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27545DTMGN1001S","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27545DTMGN1001S","https://enviro.epa.gov/enviro/rsei.html?facid=27545DTMGN1001S"
"DUBOSE NATIONAL ENERGY SERVICES INC.","900 INDUSTRIAL DR","CLINTON","SAMPSON","NC","28328","35.023","-78.33492","13","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=2832WDBSNT9INDU","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=2832WDBSNT9INDU","https://enviro.epa.gov/enviro/rsei.html?facid=2832WDBSNT9INDU"
"DUBOSE STRAPPING INC","906 INDUSTRIAL DR","CLINTON","SAMPSON","NC","28328","35.019539","-78.334228","45","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=28328DBSST906IN","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=28328DBSST906IN","https://enviro.epa.gov/enviro/rsei.html?facid=28328DBSST906IN"
"DUKE ENERGY PROGRESS INC  - CAPE FEAR STEAM ELECTRIC PLANT","500 CP&L RD","MONCURE","CHATHAM","NC","275599517","35.595","-79.0492","231","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27559CPFRS500CP","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27559CPFRS500CP","https://enviro.epa.gov/enviro/rsei.html?facid=27559CPFRS500CP"
"DUPONT","14 T W ALEXANDER DR","RESEARCH TRIANGLE PARK","DURHAM","NC","27709","35.926389","-78.872778","4","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=27709DPNTR14TWA","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=27709DPNTR14TWA","https://enviro.epa.gov/enviro/rsei.html?facid=27709DPNTR14TWA"
