"Facility Name","Street Address","City Name","County","State","ZIP Code","Latitude","Longitude","Submissions","Toxic Release Inventory Report Link","Toxic Release Inventory - Form R Report Link","Risk-Screening Environmental Indicators Report Link"
"DELAWARE CITY REFINERY","4550 WRANGLE HILL RD","DELAWARE CITY","NEW CASTLE","DE","19706","39.591","-75.634","1220","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=19706TXCDL2000W","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=19706TXCDL2000W","https://enviro.epa.gov/enviro/rsei.html?facid=19706TXCDL2000W"
"DELAWARE RIVER PARTNERS LLC","200 N REPAUNO AVE","GIBBSTOWN","GLOUCESTER","NJ","08027","39.838641","-75.312104","60","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=08027DPNTRREPAU","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=08027DPNTRREPAU","https://enviro.epa.gov/enviro/rsei.html?facid=08027DPNTRREPAU"
"DELAWARE VALLEY CUSTOM MARBLE INC","261 WELSH POOL RD","EXTON","CHESTER","PA","19341","40.05892","-75.64452","3","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=19341DLWRV261WE","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=19341DLWRV261WE","https://enviro.epa.gov/enviro/rsei.html?facid=19341DLWRV261WE"
"DELAWARE VALLEY WOOL SCOURING","3419 RICHMOND ST","PHILADELPHIA","PHILADELPHIA","PA","19134","39.9858","-75.09605","17","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=19134DLWRV3419R","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=19134DLWRV3419R","https://enviro.epa.gov/enviro/rsei.html?facid=19134DLWRV3419R"
"DELUXE CHECK PRINTERS INC","1249 GLEN AVE","MOORESTOWN","BURLINGTON","NJ","08057","39.96848","-74.97428","2","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=08057DLXCH1249G","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=08057DLXCH1249G","https://enviro.epa.gov/enviro/rsei.html?facid=08057DLXCH1249G"
"DELUXE CHECK PRINTERS INC","2 INDUSTRIAL BLVD","PAOLI","CHESTER","PA","19301","40.04286","-75.49834","5","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=19301DLXCH2INDU","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=19301DLXCH2INDU","https://enviro.epa.gov/enviro/rsei.html?facid=19301DLXCH2INDU"
"DELUXE CHECK PRINTERS INC","4 INDUSTRIAL BLVD","PAOLI","CHESTER","PA","19301","40.04361","-75.49891","5","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=19301DLXCH4INDU","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=19301DLXCH4INDU","https://enviro.epa.gov/enviro/rsei.html?facid=19301DLXCH4INDU"
"DEVOE COATINGS CO","9155 RIVER RD","PENNSAUKEN","CAMDEN","NJ","08110","39.98901","-75.04273","76","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=08110DVMRN9155R","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=08110DVMRN9155R","https://enviro.epa.gov/enviro/rsei.html?facid=08110DVMRN9155R"
"DFA DAIRY BRANDS FLUID LLC DBA TUSCAN DAIRY","117 CUMBERLAND BLVD","BURLINGTON","BURLINGTON","NJ","08016","40.104569","-74.788863","59","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=08016CMBRLCUMBE","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=08016CMBRLCUMBE","https://enviro.epa.gov/enviro/rsei.html?facid=08016CMBRLCUMBE"
"DFT INC.","140 SHEREE BLVD","EXTON","CHESTER","PA","19341","40.06136","-75.65577","51","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=19353DRBLM140SH","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=19353DRBLM140SH","https://enviro.epa.gov/enviro/rsei.html?facid=19353DRBLM140SH"
"DIAL CORP","1414 NORTH RADCLIFFE ST","BRISTOL","BUCKS","PA","190075497","40.1034","-74.84231","9","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=19007THDLC1414N","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=19007THDLC1414N","https://enviro.epa.gov/enviro/rsei.html?facid=19007THDLC1414N"
"DICKLER CHEMICAL LABORATORIES INC","4201 TORRESDALE AVE","PHILADELPHIA","PHILADELPHIA","PA","19124","40.00706","-75.08721","58","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=19124DCKLR4201T","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=19124DCKLR4201T","https://enviro.epa.gov/enviro/rsei.html?facid=19124DCKLR4201T"
"DICKSON INVESTMENT HARDWARE INC","386 E CHURCH RD","KING OF PRUSSIA","MONTGOMERY","PA","19406","40.09023","-75.34493","44","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=19406DCKSN386EB","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=19406DCKSN386EB","https://enviro.epa.gov/enviro/rsei.html?facid=19406DCKSN386EB"
"DICKSON INVESTMENT HARDWARE INC","386 E CHURCH RD","KING OF PRUSSIA","MONTGOMERY","PA","19406","40.09023","-75.34493","2","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=19406DCKSN386EA","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=19406DCKSN386EA","https://enviro.epa.gov/enviro/rsei.html?facid=19406DCKSN386EA"
"DIETZ & WATSON INC","5701 TACONY ST","PHILADELPHIA","PHILADELPHIA","PA","19135","40.01667","-75.05","7","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=19135DTZWT5701T","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=19135DTZWT5701T","https://enviro.epa.gov/enviro/rsei.html?facid=19135DTZWT5701T"
"DIXON SOUTHWESTERN GRAPHITE INC","2444 RIDGEWAY BLVD","LAKEHURST","OCEAN","NJ","08733","40.0157","-74.31064","13","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=08733DXNTCPOBOX","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=08733DXNTCPOBOX","https://enviro.epa.gov/enviro/rsei.html?facid=08733DXNTCPOBOX"
"DOLPHIN INDUSTRIES LTD","2141 RIVER RD","EGG HARBOR CITY","BURLINGTON","NJ","08215","39.59439","-74.54943","9","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=0821WDLPHN2141R","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=0821WDLPHN2141R","https://enviro.epa.gov/enviro/rsei.html?facid=0821WDLPHN2141R"
"DOPACO INC","241 WOODBINE RD","DOWNINGTOWN","CHESTER","PA","19335","40.008999","-75.684235","11","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=19335DPCNC241WO","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=19335DPCNC241WO","https://enviro.epa.gov/enviro/rsei.html?facid=19335DPCNC241WO"
"DOVER WIPES CO","HAZLETTVILLE RD","DOVER","KENT","DE","19901","39.15108","-75.55092","12","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=19903SCTTPHAZLE","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=19903SCTTPHAZLE","https://enviro.epa.gov/enviro/rsei.html?facid=19903SCTTPHAZLE"
"DOW REICHHOLD SPECIALTY LATEX LLC","144 FORKBRANCH RD","DOVER","KENT","DE","19904","39.201667","-75.568611","262","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=19936RCHHLCOUNT","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=19936RCHHLCOUNT","https://enviro.epa.gov/enviro/rsei.html?facid=19936RCHHLCOUNT"
"DRAKE REFRIGERATION INC.","2900 SAMUEL DR","BENSALEM","BUCKS","PA","19020","40.07939","-74.9351","7","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=1902WDRKRF29SAM","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=1902WDRKRF29SAM","https://enviro.epa.gov/enviro/rsei.html?facid=1902WDRKRF29SAM"
"DRG MEDICAL PACKAGING-MPI INC","SHREVE ST","MOUNT HOLLY","BURLINGTON","NJ","08060","39.9876","-74.77725","3","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=08060DRGMDSHREV","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=08060DRGMDSHREV","https://enviro.epa.gov/enviro/rsei.html?facid=08060DRGMDSHREV"
"DRS COMMUNICATIONS CO LLC","1200 E MERMAID LN","WYNDMOOR","MONTGOMERY","PA","19038","40.08265","-75.18268","5","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=19038DRSCM1200E","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=19038DRSCM1200E","https://enviro.epa.gov/enviro/rsei.html?facid=19038DRSCM1200E"
"DSM BIOMEDICAL","735 PENNSYLVANIA DR","EXTON","CHESTER","PA","19341","40.06722","-75.68599","4","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=1934WDSMBM735PE","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=1934WDSMBM735PE","https://enviro.epa.gov/enviro/rsei.html?facid=1934WDSMBM735PE"
"DU PONT CHRISTINA LAB","501 CHRISTINA AVE","WILMINGTON","NEW CASTLE","DE","19801","39.72557","-75.53664","2","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=19801DPNTC501CH","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=19801DPNTC501CH","https://enviro.epa.gov/enviro/rsei.html?facid=19801DPNTC501CH"
"DU PONT EDL WILMINGTON SHOPS","101 BEECH ST","WILMINGTON","NEW CASTLE","DE","198800840","39.73708","-75.5652","2","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=19898DPNTD101BE","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=19898DPNTD101BE","https://enviro.epa.gov/enviro/rsei.html?facid=19898DPNTD101BE"
"DU PONT EXPERIMENTAL STATION","RTE 141 AT NEW BRIDGE","WILMINGTON","NEW CASTLE","DE","19880","39.7732","-75.5736","33","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=19880DPNTXRTE14","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=19880DPNTXRTE14","https://enviro.epa.gov/enviro/rsei.html?facid=19880DPNTXRTE14"
"DU PONT HOLLY RUN PLANT","JAMES & WATER STS","NEWPORT","NEW CASTLE","DE","198042490","39.708331","-75.609169","24","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=19804DPNTHJAMES","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=19804DPNTHJAMES","https://enviro.epa.gov/enviro/rsei.html?facid=19804DPNTHJAMES"
"DUHADAWAY TOOL & DIE SHOP INC","801 DAWSON DR","NEWARK","NEW CASTLE","DE","19713","39.65242","-75.72654","24","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=1971WDHDWY81DAW","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=1971WDHDWY81DAW","https://enviro.epa.gov/enviro/rsei.html?facid=1971WDHDWY81DAW"
"DUPONT MARSHALL LAB","3401 GRAYS FERRY AVE","PHILADELPHIA","PHILADELPHIA","PA","19146","39.93965","-75.19821","125","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=19146DPNTM3500G","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=19146DPNTM3500G","https://enviro.epa.gov/enviro/rsei.html?facid=19146DPNTM3500G"
"DUPONT MERCK PHARMACEUTICAL CO","RTE 130","DEEPWATER","SALEM","NJ","08023","39.682362","-75.491379","36","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=08023DPNTDRTE13","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=08023DPNTDRTE13","https://enviro.epa.gov/enviro/rsei.html?facid=08023DPNTDRTE13"
"DUPONT PERFORMANCE POLYMERS","RT 130 & CANAL RD","DEEPWATER","SALEM","NJ","08023","39.682362","-75.491379","36","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=08023DPNTDRTE13","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=08023DPNTDRTE13","https://enviro.epa.gov/enviro/rsei.html?facid=08023DPNTDRTE13"
"DUPONT SPECIALTY PRODUCTS USA LLC -  CHAMBERS WORKS","RT 130","DEEPWATER","SALEM","NJ","08023","39.682362","-75.491379","1973","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=08023DPNTCRT130","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=08023DPNTCRT130","https://enviro.epa.gov/enviro/rsei.html?facid=08023DPNTCRT130"
"DURAND GLASS MANUFACTURING CO INC.","901 S WADE BLVD","MILLVILLE","CUMBERLAND","NJ","08332","39.387565","-75.017671","42","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=08332DRNDGWADEB","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=08332DRNDGWADEB","https://enviro.epa.gov/enviro/rsei.html?facid=08332DRNDGWADEB"
"DYNASIL CORP","385 COOPER RD","WEST BERLIN","CAMDEN","NJ","080919145","39.805783","-74.915438","18","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=08009DYNSLCOOPE","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=08009DYNSLCOOPE","https://enviro.epa.gov/enviro/rsei.html?facid=08009DYNSLCOOPE"
"EAGLE POINT COGENERATION PARTNERSHIP (EPCP)","US RT 130 S & I-295","WESTVILLE","GLOUCESTER","NJ","08093","39.8714","-75.1558","34","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=08093GLPNTUSRPO","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=08093GLPNTUSRPO","https://enviro.epa.gov/enviro/rsei.html?facid=08093GLPNTUSRPO"
"EAGLE POINT POWER GENERATION","1250 CROWN POINT RD","WESTVILLE","GLOUCESTER","NJ","08093","39.871462","-75.155612","2","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=0809WGLPNT125CR","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=0809WGLPNT125CR","https://enviro.epa.gov/enviro/rsei.html?facid=0809WGLPNT125CR"
"EASTERN BREWING CORP","334 NORTH WASHINGTON ST","HAMMONTON","ATLANTIC","NJ","08037","39.63805","-74.81116","1","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=08037STRNB334NW","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=08037STRNB334NW","https://enviro.epa.gov/enviro/rsei.html?facid=08037STRNB334NW"
"EASTMAN CHEMICAL CO","7600 STATE RD","PHILADELPHIA","PHILADELPHIA","PA","19136","40.02922","-75.02548","82","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=19136MCWHR7600S","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=19136MCWHR7600S","https://enviro.epa.gov/enviro/rsei.html?facid=19136MCWHR7600S"
"EASTMAN WIRE & CABLE CO","1085 THOMAS BUSCH HWY","PENNSAUKEN","CAMDEN","NJ","08110","39.975226","-75.040899","12","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=08110STMNW1085B","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=08110STMNW1085B","https://enviro.epa.gov/enviro/rsei.html?facid=08110STMNW1085B"
"EASTMAN WIRE & CABLE CO","PINEY HOLLOW & MAYS LANDING, RD","WINSLOW","CAMDEN","NJ","08095","39.62067","-74.89257","6","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=08095STMNWPINEY","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=08095STMNWPINEY","https://enviro.epa.gov/enviro/rsei.html?facid=08095STMNWPINEY"
"EATON AEROSPACE - SENSING & CONTROLS","24 E GLENOLDEN AVE","GLENOLDEN","DELAWARE","PA","19036","39.897124","-75.29098","8","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=19036TNRSP24GLE","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=19036TNRSP24GLE","https://enviro.epa.gov/enviro/rsei.html?facid=19036TNRSP24GLE"
"EATON CORP","96 STEMMERS LN","WESTAMPTON","BURLINGTON","NJ","08060","40.02079","-74.84895","12","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=08060TNCTL96STE","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=08060TNCTL96STE","https://enviro.epa.gov/enviro/rsei.html?facid=08060TNCTL96STE"
"EDDYSTONE GENERATING STATION","1 INDUSTRIAL HWY","EDDYSTONE","DELAWARE","PA","19022","39.8588","-75.3236","278","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=19022DDYSTNO1IN","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=19022DDYSTNO1IN","https://enviro.epa.gov/enviro/rsei.html?facid=19022DDYSTNO1IN"
"EDGE MOOR/HAY ROAD ENERGY CENTERS","200 HAY RD","WILMINGTON","NEW CASTLE","DE","19809","39.738399","-75.503827","257","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=19809DGMRH200HA","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=19809DGMRH200HA","https://enviro.epa.gov/enviro/rsei.html?facid=19809DGMRH200HA"
"EDMAR ABRASIVE CO","1107 SUSSEX BLVD","BROOMALL","DELAWARE","PA","19008","39.959038","-75.340575","2","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=19008THDMRPOBOX","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=19008THDMRPOBOX","https://enviro.epa.gov/enviro/rsei.html?facid=19008THDMRPOBOX"
"EH YACHTS LLC","801 PHILADELPHIA AVE","EGG HARBOR CITY","ATLANTIC","NJ","08215","39.5395","-74.6364","24","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=08215GGHRB801PH","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=08215GGHRB801PH","https://enviro.epa.gov/enviro/rsei.html?facid=08215GGHRB801PH"
"ELF ATOCHEM NA INC","2375 STATE RD","BENSALEM","BUCKS","PA","190207307","40.07042","-74.94166","78","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=19020PNNWL2375S","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=19020PNNWL2375S","https://enviro.epa.gov/enviro/rsei.html?facid=19020PNNWL2375S"
"ELJO PRODUCTS INC","6940 CENTRAL HWY","PENNSAUKEN","CAMDEN","NJ","08109","39.92926","-75.08117","12","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=08109LJPRD6940C","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=08109LJPRD6940C","https://enviro.epa.gov/enviro/rsei.html?facid=08109LJPRD6940C"
"ELKINS-SINN INC","2 ESTERBROOK LN","CHERRY HILL","CAMDEN","NJ","080034099","39.91438","-74.96675","10","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=08003LKNSS2ESTE","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=08003LKNSS2ESTE","https://enviro.epa.gov/enviro/rsei.html?facid=08003LKNSS2ESTE"
"ELRAY MANUFACTURNG CO","17 LIBERTY ST","GLASSBORO","GLOUCESTER","NJ","08028","39.703284","-75.105588","8","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=08028LRYMF17LIB","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=08028LRYMF17LIB","https://enviro.epa.gov/enviro/rsei.html?facid=08028LRYMF17LIB"
"EMS AVIATION-MOORESTOWN","121 WHITTENDALE DR BUILDING 1","MOORESTOWN","BURLINGTON","NJ","080571373","39.97411","-74.97549","11","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=08057FRMTN121WH","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=08057FRMTN121WH","https://enviro.epa.gov/enviro/rsei.html?facid=08057FRMTN121WH"
"ENCLEAN INC","RD # 1 BOX 23C SWEDESBORO-PAULSBORO RD","SWEDESBORO","GLOUCESTER","NJ","08085","39.763004","-75.304264","2","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=08085NCLNNRD1BO","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=08085NCLNNRD1BO","https://enviro.epa.gov/enviro/rsei.html?facid=08085NCLNNRD1BO"
"ENGAR MACHINE CO","RD 19 N ELMWOOD RD","MARLTON","BURLINGTON","NJ","08053","39.87598","-74.89316","1","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=08053NGRMCRD19N","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=08053NGRMCRD19N","https://enviro.epa.gov/enviro/rsei.html?facid=08053NGRMCRD19N"
"ENGINEERED ARRESTING SYSTEMS CORP","2239 HIGH HILL RD","LOGAN TOWNSHIP","GLOUCESTER","NJ","08085","39.781383","-75.366082","9","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=08085NGNRD2239H","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=08085NGNRD2239H","https://enviro.epa.gov/enviro/rsei.html?facid=08085NGNRD2239H"
"ENTEGRIS INC.","800 W FRONT ST","CHESTER","DELAWARE","PA","19013","39.840652","-75.368238","124","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=19013NRQYT800WF","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=19013NRQYT800WF","https://enviro.epa.gov/enviro/rsei.html?facid=19013NRQYT800WF"
"EP HENRY","2 FARGO BLVD","FORT DIX","BURLINGTON","NJ","08640","40.036217","-74.63058","2","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=0864WPHNRY2FARG","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=0864WPHNRY2FARG","https://enviro.epa.gov/enviro/rsei.html?facid=0864WPHNRY2FARG"
"EP HENRY CORP WOODBURY PLANT","201 PARK AVE","WOODBURY","GLOUCESTER","NJ","08096","39.85045","-75.14162","1","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=0809WPHNRY21PAR","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=0809WPHNRY21PAR","https://enviro.epa.gov/enviro/rsei.html?facid=0809WPHNRY21PAR"
"ERGON ASPHALT PARTNERS LP. - GLOUCESTER CITY","KING ST. & JERSEY AVENUE","GLOUCESTER CITY","CAMDEN","NJ","08030","39.895466","-75.128032","66","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=08030KCHPTKINGW","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=08030KCHPTKINGW","https://enviro.epa.gov/enviro/rsei.html?facid=08030KCHPTKINGW"
"ERICO FASTENING SYS","301 NEW ALBANY RD","MOORESTOWN","BURLINGTON","NJ","08057","39.96895","-74.970273","2","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=08057RCFST301NE","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=08057RCFST301NE","https://enviro.epa.gov/enviro/rsei.html?facid=08057RCFST301NE"
"ESSCHEM INC.","4000 COLUMBIA AVE","LINWOOD","DELAWARE","PA","19061","39.821666","-75.438055","35","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=19061SSCHM4000C","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=19061SSCHM4000C","https://enviro.epa.gov/enviro/rsei.html?facid=19061SSCHM4000C"
"ESSEX CHEMICAL CORP","100 THOMAS LN","PAULSBORO","GLOUCESTER","NJ","08066","39.851959","-75.232114","7","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=08066SSXND100TH","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=08066SSXND100TH","https://enviro.epa.gov/enviro/rsei.html?facid=08066SSXND100TH"
"ESSTECH INC.","48 POWHATTAN AVE","ESSINGTON","DELAWARE","PA","19029","39.866224","-75.301298","38","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=19029SSCHM48POW","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=19029SSCHM48POW","https://enviro.epa.gov/enviro/rsei.html?facid=19029SSCHM48POW"
"ETHOS BIOSCIENCES INC.","2070 CENTER SQUARE RD.","LOGAN TOWNSHIP","GLOUCESTER","NJ","08085","39.765022","-75.37027","1","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=0808WTHSBS27CEN","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=0808WTHSBS27CEN","https://enviro.epa.gov/enviro/rsei.html?facid=0808WTHSBS27CEN"
"EVONIK CORP","1200 W FRONT ST","CHESTER","DELAWARE","PA","19013","39.837605","-75.37294","71","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=19013NRTHM1200W","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=19013NRTHM1200W","https://enviro.epa.gov/enviro/rsei.html?facid=19013NRTHM1200W"
"EVRAZ CLAYMONT STEEL","4001 PHILADELPHIA PIKE","CLAYMONT","NEW CASTLE","DE","19703","39.810232","-75.447627","175","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=19703CTSTL4001P","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=19703CTSTL4001P","https://enviro.epa.gov/enviro/rsei.html?facid=19703CTSTL4001P"
"EXELON CORP CROYDON GENERATING STATION","955 RIVER RD","CROYDON","BUCKS","PA","19021","40.08359","-74.89901","36","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=19380CRYDN955RI","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=19380CRYDN955RI","https://enviro.epa.gov/enviro/rsei.html?facid=19380CRYDN955RI"
"EXELON CORP DELAWARE GENERATING STATION","1325 N BEACH ST","PHILADELPHIA","PHILADELPHIA","PA","19125","39.9671","-75.1269","34","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=19125DLWRG1325B","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=19125DLWRG1325B","https://enviro.epa.gov/enviro/rsei.html?facid=19125DLWRG1325B"
"EXELON CORP SCHUYLKILL GENERATING STATION","2800 CHRISTIAN ST","PHILADELPHIA","PHILADELPHIA","PA","19146","39.94168","-75.187112","41","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=19146SCHYL2800C","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=19146SCHYL2800C","https://enviro.epa.gov/enviro/rsei.html?facid=19146SCHYL2800C"
"EXELON CORP SOUTHWARK GENERATING STATION","2501 S DELAWARE AVE","PHILADELPHIA","PHILADELPHIA","PA","19148","39.91383","-75.13747","1","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=19148STHWR2501S","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=19148STHWR2501S","https://enviro.epa.gov/enviro/rsei.html?facid=19148STHWR2501S"
"EXELON RICHMOND","3901 N DELAWARE AVE","PHILADELPHIA","PHILADELPHIA","PA","19137","39.98539","-75.072951","9","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=19137RCHMN3901N","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=19137RCHMN3901N","https://enviro.epa.gov/enviro/rsei.html?facid=19137RCHMN3901N"
